CustomerID,Recency,Frequency,Monetary,Monetary_log,Frequency_log,Cluster_original,Cluster_original_5,Cluster_Label
12443.0,732,1,485.31,6.186846280636522,0.6931471805599453,0,0,Dormant Customers
12444.0,21,5,5005.46,8.518484357502437,1.791759469228055,0,0,Dormant Customers
12445.0,22,2,434.98,6.077596370737269,1.0986122886681098,0,0,Dormant Customers
12446.0,58,1,1002.3100000000001,6.9110598129904375,0.6931471805599453,0,0,Dormant Customers
12447.0,243,1,476.49,6.168543217293113,0.6931471805599453,0,0,Dormant Customers
12448.0,44,1,449.45,6.110247083097449,0.6931471805599453,0,0,Dormant Customers
12449.0,22,6,4835.89,8.484027231195778,1.9459101490553132,0,0,Dormant Customers
12450.0,156,5,688.2,6.5355315046537745,1.791759469228055,0,0,Dormant Customers
12451.0,11,8,12669.88,9.447061726309741,2.1972245773362196,0,4,Regular Customers
12452.0,17,2,430.57000000000005,6.067429722163682,1.0986122886681098,0,0,Dormant Customers
12453.0,134,1,707.09,6.562571204258897,0.6931471805599453,0,0,Dormant Customers
12454.0,56,5,16679.78,9.72201243740933,1.791759469228055,0,4,Regular Customers
12455.0,73,10,5879.95,8.679473592468364,2.3978952727983707,0,0,Dormant Customers
12456.0,44,3,3181.04,8.065277779528966,1.3862943611198906,0,0,Dormant Customers
12457.0,66,8,2995.91,8.005337036835723,2.1972245773362196,0,0,Dormant Customers
12458.0,71,4,1777.49,7.483519968656931,1.6094379124341003,0,0,Dormant Customers
12459.0,605,1,454.36,6.121088314901487,0.6931471805599453,0,0,Dormant Customers
12460.0,456,1,326.65,5.791945965485506,0.6931471805599453,0,0,Dormant Customers
12461.0,94,2,826.88,6.718868216346018,1.0986122886681098,0,0,Dormant Customers
12462.0,19,2,1189.59,7.082204261557526,1.0986122886681098,0,0,Dormant Customers
12463.0,53,4,1344.78,7.204729049594601,1.6094379124341003,0,0,Dormant Customers
12464.0,10,8,1212.05,7.100893128209941,2.1972245773362196,0,0,Dormant Customers
12465.0,17,2,742.19,6.610951732080795,1.0986122886681098,0,0,Dormant Customers
12466.0,682,1,56.73,4.055776969072842,0.6931471805599453,0,0,Dormant Customers
12467.0,423,1,132.8,4.896346147694128,0.6931471805599453,0,0,Dormant Customers
12468.0,188,5,3670.7400000000002,8.208420943133293,1.791759469228055,0,0,Dormant Customers
12469.0,523,2,3070.54,8.029934343472139,1.0986122886681098,0,0,Dormant Customers
12470.0,690,1,211.95,5.3610573963692225,0.6931471805599453,0,0,Dormant Customers
12471.0,2,79,39918.19,10.59461243963838,4.382026634673881,3,4,Regular Customers
12472.0,32,19,16249.29,9.69586603375249,2.995732273553991,0,4,Regular Customers
12473.0,29,5,3928.05,8.276152945361936,1.791759469228055,0,0,Dormant Customers
12474.0,17,31,12372.75,9.423332572234017,3.4657359027997265,0,4,Regular Customers
12475.0,54,2,1149.64,7.048073588295634,1.0986122886681098,0,0,Dormant Customers
12476.0,16,23,14083.91,9.5528592905137,3.1780538303479458,0,4,Regular Customers
12477.0,23,9,20276.37,9.917260764877222,2.302585092994046,0,4,Regular Customers
12478.0,4,1,680.99,6.525014994979364,0.6931471805599453,0,0,Dormant Customers
12479.0,11,1,527.2,6.269474999863032,0.6931471805599453,0,0,Dormant Customers
12480.0,28,7,5464.85,8.606274923740443,2.0794415416798357,0,0,Dormant Customers
12481.0,23,15,12185.51,9.408084881237475,2.772588722239781,0,4,Regular Customers
12482.0,576,29,23691.4,10.072909600590481,3.4011973816621555,0,4,Regular Customers
12483.0,17,19,5097.18,8.536638892276656,2.995732273553991,0,0,Dormant Customers
12484.0,33,12,6354.1,8.757012919140978,2.5649493574615367,0,0,Dormant Customers
12485.0,529,1,708.1,6.563996560309951,0.6931471805599453,0,0,Dormant Customers
12486.0,432,1,1037.28,6.945320776868279,0.6931471805599453,0,0,Dormant Customers
12487.0,731,1,285.3,5.65704021210407,0.6931471805599453,0,0,Dormant Customers
12488.0,10,3,1298.66,7.169857970780942,1.3862943611198906,0,0,Dormant Customers
12489.0,336,1,334.93,5.816902804925467,0.6931471805599453,0,0,Dormant Customers
12490.0,5,21,9823.64,9.192648794844782,3.091042453358316,0,4,Regular Customers
12491.0,39,1,460.40000000000003,6.134265345739653,0.6931471805599453,0,0,Dormant Customers
12492.0,63,3,715.21,6.573973420047142,1.3862943611198906,0,0,Dormant Customers
12493.0,166,2,433.74,6.0747481512447195,1.0986122886681098,0,0,Dormant Customers
12494.0,16,9,1815.27,7.504540226523796,2.302585092994046,0,0,Dormant Customers
12495.0,641,1,357.4,5.881649681100775,0.6931471805599453,0,0,Dormant Customers
12496.0,620,2,45.34,3.8360055190042304,1.0986122886681098,0,0,Dormant Customers
12497.0,82,3,6248.5,8.740256739530276,1.3862943611198906,0,0,Dormant Customers
12498.0,21,3,403.70000000000005,6.00314605188182,1.3862943611198906,0,0,Dormant Customers
12499.0,560,1,393.72,5.9781766527810465,0.6931471805599453,0,0,Dormant Customers
12500.0,23,19,5955.21,8.692189651745124,2.995732273553991,0,0,Dormant Customers
12501.0,337,1,2169.39,7.682662153888476,0.6931471805599453,0,0,Dormant Customers
12502.0,96,5,3723.87,8.222787230875806,1.791759469228055,0,0,Dormant Customers
12503.0,584,1,1126.0,7.027314514039777,0.6931471805599453,0,0,Dormant Customers
12504.0,18,4,779.05,6.659358020193259,1.6094379124341003,0,0,Dormant Customers
12505.0,409,1,955.2,6.862967096192003,0.6931471805599453,0,0,Dormant Customers
12506.0,233,1,73.5,4.310799125385514,0.6931471805599453,0,0,Dormant Customers
12507.0,134,4,1844.06,7.520267076271057,1.6094379124341003,0,0,Dormant Customers
12508.0,26,2,397.88,5.988660619775247,1.0986122886681098,0,0,Dormant Customers
12509.0,284,1,176.5,5.178970608915471,0.6931471805599453,0,0,Dormant Customers
12510.0,143,9,5178.02,8.552371128165808,2.302585092994046,0,0,Dormant Customers
12511.0,429,1,3084.02,8.034313419300645,0.6931471805599453,0,0,Dormant Customers
12512.0,66,2,132.18,4.891701596682476,1.0986122886681098,0,0,Dormant Customers
12513.0,113,1,612.29,6.418837907265026,0.6931471805599453,0,0,Dormant Customers
12514.0,267,2,1597.76,7.3769836077601205,1.0986122886681098,0,0,Dormant Customers
12515.0,353,1,383.7,5.95246380975825,0.6931471805599453,0,0,Dormant Customers
12516.0,78,4,2648.62,7.882171512471631,1.6094379124341003,0,0,Dormant Customers
12517.0,28,5,2481.6,7.817061677081847,1.791759469228055,0,0,Dormant Customers
12518.0,1,5,2056.89,7.629436465014086,1.791759469228055,0,0,Dormant Customers
12519.0,64,2,716.54,6.575828695208771,1.0986122886681098,0,0,Dormant Customers
12520.0,79,5,2634.26,7.876737127834484,1.791759469228055,0,0,Dormant Customers
12521.0,143,1,599.68,6.39806234681208,0.6931471805599453,0,0,Dormant Customers
12522.0,39,2,192.72,5.266413817535028,1.0986122886681098,0,0,Dormant Customers
12523.0,19,23,4352.35,8.378700942638904,3.1780538303479458,0,0,Dormant Customers
12524.0,9,17,11126.11,9.317139751972052,2.8903717578961645,0,4,Regular Customers
12525.0,498,3,973.73,6.882160509570649,1.3862943611198906,0,0,Dormant Customers
12526.0,1,3,1316.66,7.183612715167257,1.3862943611198906,0,0,Dormant Customers
12527.0,82,5,735.51,6.601922813543027,1.791759469228055,0,0,Dormant Customers
12528.0,9,6,1933.48,7.567593835498341,1.9459101490553132,0,0,Dormant Customers
12529.0,528,1,316.48,5.760414824222675,0.6931471805599453,0,0,Dormant Customers
12530.0,60,9,3759.26,8.232243382929433,2.302585092994046,0,0,Dormant Customers
12531.0,15,2,1933.2,7.567449083282863,1.0986122886681098,0,0,Dormant Customers
12532.0,30,1,349.83000000000004,5.860301775655642,0.6931471805599453,0,0,Dormant Customers
12533.0,628,2,1367.89,7.221755471439273,1.0986122886681098,0,0,Dormant Customers
12534.0,131,1,1089.18,6.9940980992041535,0.6931471805599453,0,0,Dormant Customers
12535.0,92,2,716.35,6.575563866544399,1.0986122886681098,0,0,Dormant Customers
12536.0,43,3,12601.830000000002,9.441676670894656,1.3862943611198906,0,4,Regular Customers
12537.0,409,1,732.94,6.598427281404094,0.6931471805599453,0,0,Dormant Customers
12538.0,29,2,640.45,6.463731238695349,1.0986122886681098,0,0,Dormant Customers
12539.0,22,7,11214.75,9.325074319439649,2.0794415416798357,0,4,Regular Customers
12540.0,20,33,22254.49,10.010343998731724,3.5263605246161616,0,4,Regular Customers
12541.0,30,3,981.18,6.889774590946187,1.3862943611198906,0,0,Dormant Customers
12542.0,484,2,481.88,6.179768175579484,1.0986122886681098,0,0,Dormant Customers
12543.0,448,1,980.25,6.888827269096618,0.6931471805599453,0,0,Dormant Customers
12544.0,36,1,372.7,5.923453336491439,0.6931471805599453,0,0,Dormant Customers
12545.0,75,2,1000.39,6.9091443138264115,1.0986122886681098,0,0,Dormant Customers
12546.0,47,2,1161.5,7.058328137461511,1.0986122886681098,0,0,Dormant Customers
12547.0,198,3,383.58,5.952151829722441,1.3862943611198906,0,0,Dormant Customers
12548.0,166,1,95.19999999999999,4.566429357671661,0.6931471805599453,0,0,Dormant Customers
12549.0,576,6,1575.68,7.363076649441731,1.9459101490553132,0,0,Dormant Customers
12550.0,79,1,964.83,6.872987835288763,0.6931471805599453,0,0,Dormant Customers
12551.0,358,1,168.0,5.1298987149230735,0.6931471805599453,0,0,Dormant Customers
12552.0,39,2,437.82,6.084089306213804,1.0986122886681098,0,0,Dormant Customers
12553.0,8,12,4608.75,8.435928904585275,2.5649493574615367,0,0,Dormant Customers
12554.0,449,1,468.5,6.1516682986483175,0.6931471805599453,0,0,Dormant Customers
12555.0,682,1,129.23,4.869302117979612,0.6931471805599453,0,0,Dormant Customers
12556.0,50,2,599.56,6.397862553264747,1.0986122886681098,0,0,Dormant Customers
12557.0,16,8,18096.14,9.803509193719131,2.1972245773362196,0,4,Regular Customers
12558.0,8,1,269.96,5.601971208509516,0.6931471805599453,0,0,Dormant Customers
12559.0,311,2,561.71,6.33276439774036,1.0986122886681098,0,0,Dormant Customers
12560.0,5,3,2134.01,7.666226609492505,1.3862943611198906,0,0,Dormant Customers
12561.0,303,1,238.85,5.480013727948073,0.6931471805599453,0,0,Dormant Customers
12562.0,8,9,4966.92,8.510756520424078,2.302585092994046,0,0,Dormant Customers
12563.0,409,1,249.24,5.522420457356946,0.6931471805599453,0,0,Dormant Customers
12564.0,261,1,456.90000000000003,6.12665081966305,0.6931471805599453,0,0,Dormant Customers
12565.0,289,1,145.92000000000002,4.989888220951467,0.6931471805599453,0,0,Dormant Customers
12566.0,86,1,351.65,5.865476063654188,0.6931471805599453,0,0,Dormant Customers
12567.0,23,15,11767.48,9.37318005002864,2.772588722239781,0,4,Regular Customers
12568.0,645,1,70.0,4.2626798770413155,0.6931471805599453,0,0,Dormant Customers
12569.0,2,32,4124.6900000000005,8.324988557507531,3.4965075614664802,0,0,Dormant Customers
12570.0,682,1,77.52,4.3633533694082605,0.6931471805599453,0,0,Dormant Customers
12571.0,40,2,519.61,6.255001200981438,1.0986122886681098,0,0,Dormant Customers
12572.0,9,2,1020.4200000000001,6.928949094989139,1.0986122886681098,0,0,Dormant Customers
12573.0,227,5,717.41,6.577040436712936,1.791759469228055,0,0,Dormant Customers
12574.0,316,1,218.45000000000002,5.391124416134243,0.6931471805599453,0,0,Dormant Customers
12575.0,457,2,622.82,6.435861865217934,1.0986122886681098,0,0,Dormant Customers
12576.0,36,8,2142.7200000000003,7.670297916647234,2.1972245773362196,0,0,Dormant Customers
12577.0,35,8,1617.1,7.389007900405763,2.1972245773362196,0,0,Dormant Customers
12578.0,21,4,4642.45,8.443212903418239,1.6094379124341003,0,0,Dormant Customers
12579.0,78,1,440.42,6.0899968031722285,0.6931471805599453,0,0,Dormant Customers
12580.0,247,2,1052.9,6.960252847939891,1.0986122886681098,0,0,Dormant Customers
12581.0,40,1,197.71,5.291846475417725,0.6931471805599453,0,0,Dormant Customers
12582.0,239,4,1980.4,7.59155894453893,1.6094379124341003,0,0,Dormant Customers
12583.0,3,27,13591.58,9.517279334601431,3.332204510175204,0,4,Regular Customers
12584.0,4,9,2338.15,7.757542894498013,2.302585092994046,0,0,Dormant Customers
12585.0,234,2,2040.1,7.621244157199997,1.0986122886681098,0,0,Dormant Customers
12586.0,17,4,2062.67,7.632241230097758,1.6094379124341003,0,0,Dormant Customers
12587.0,8,1,144.0,4.976733742420574,0.6931471805599453,0,0,Dormant Customers
12588.0,39,4,958.78,6.866704091532522,1.6094379124341003,0,0,Dormant Customers
12589.0,29,8,4695.66,8.454606896777193,2.1972245773362196,0,0,Dormant Customers
12590.0,211,2,9864.26,9.196774773912752,1.0986122886681098,0,4,Regular Customers
12591.0,317,3,1338.95,7.200387578815958,1.3862943611198906,0,0,Dormant Customers
12592.0,92,5,2582.66,7.856962277297855,1.791759469228055,0,0,Dormant Customers
12593.0,109,3,418.1,6.038109554931026,1.3862943611198906,0,0,Dormant Customers
12594.0,38,15,5090.110000000001,8.535251160425936,2.772588722239781,0,0,Dormant Customers
12595.0,505,1,299.02,5.703849139100744,0.6931471805599453,0,0,Dormant Customers
12596.0,51,2,618.27,6.428541364981557,1.0986122886681098,0,0,Dormant Customers
12597.0,19,4,3811.22,8.245966975595675,1.6094379124341003,0,0,Dormant Customers
12598.0,10,11,4534.09,8.419600207997298,2.4849066497880004,0,0,Dormant Customers
12599.0,29,13,2296.72,7.739672605902305,2.6390573296152584,0,0,Dormant Customers
12600.0,29,21,4967.42,8.510857161102722,3.091042453358316,0,0,Dormant Customers
12601.0,190,6,681.26,6.525410816864686,1.9459101490553132,0,0,Dormant Customers
12602.0,59,1,153.12,5.037731519757957,0.6931471805599453,0,0,Dormant Customers
12603.0,22,1,739.1999999999999,6.606920419952056,0.6931471805599453,0,0,Dormant Customers
12604.0,79,2,254.18,5.541969178493598,1.0986122886681098,0,0,Dormant Customers
12605.0,376,4,1232.95,7.117975685005857,1.6094379124341003,0,0,Dormant Customers
12606.0,682,1,21.0,3.091042453358316,0.6931471805599453,0,0,Dormant Customers
12607.0,60,1,1579.51,7.3655028587473295,0.6931471805599453,0,0,Dormant Customers
12608.0,405,1,415.79,6.03258249782888,0.6931471805599453,0,0,Dormant Customers
12609.0,78,9,3435.86,8.14231354282266,2.302585092994046,0,0,Dormant Customers
12610.0,23,5,2099.54,7.6499497335130995,1.791759469228055,0,0,Dormant Customers
12611.0,52,1,1193.32,7.085332264745334,0.6931471805599453,0,0,Dormant Customers
12612.0,74,1,704.04,6.558254538791405,0.6931471805599453,0,0,Dormant Customers
12613.0,57,10,6817.37,8.827375719339203,2.3978952727983707,0,0,Dormant Customers
12614.0,278,1,315.6,5.757639147446912,0.6931471805599453,0,0,Dormant Customers
12615.0,2,8,5740.9800000000005,8.655559377568013,2.1972245773362196,0,0,Dormant Customers
12616.0,95,3,1131.1,7.031829594084064,1.3862943611198906,0,0,Dormant Customers
12617.0,29,1,352.98,5.869240414362608,0.6931471805599453,0,0,Dormant Customers
12618.0,22,1,177.31,5.183523608545955,0.6931471805599453,0,0,Dormant Customers
12619.0,16,10,3781.38,8.238108720109691,2.3978952727983707,0,0,Dormant Customers
12620.0,15,3,1339.41,7.20073081629489,1.3862943611198906,0,0,Dormant Customers
12621.0,2,35,24311.2,10.098733560953052,3.58351893845611,0,4,Regular Customers
12622.0,232,1,180.1,5.199049364889368,0.6931471805599453,0,0,Dormant Customers
12623.0,276,7,3747.84,8.229201737777698,2.0794415416798357,0,0,Dormant Customers
12624.0,106,2,641.13,6.464790775403018,1.0986122886681098,0,0,Dormant Customers
12625.0,212,4,5164.88,8.549830744582277,1.6094379124341003,0,0,Dormant Customers
12626.0,23,9,6620.4800000000005,8.798074188898816,2.302585092994046,0,0,Dormant Customers
12627.0,11,7,4478.53,8.407273409191232,2.0794415416798357,0,0,Dormant Customers
12628.0,4,3,786.46,6.668812575758953,1.3862943611198906,0,0,Dormant Customers
12629.0,386,2,1558.22,7.3519409752019005,1.0986122886681098,0,0,Dormant Customers
12630.0,10,2,1270.88,7.1482513998271635,1.0986122886681098,0,0,Dormant Customers
12631.0,57,6,3481.57,8.155525805954461,1.9459101490553132,0,0,Dormant Customers
12632.0,521,2,804.88,6.691934848047708,1.0986122886681098,0,0,Dormant Customers
12633.0,59,7,5678.16,8.644558613454844,2.0794415416798357,0,0,Dormant Customers
12634.0,536,2,490.0,6.19644412779452,1.0986122886681098,0,0,Dormant Customers
12635.0,90,4,2930.41,7.983238814926674,1.6094379124341003,0,0,Dormant Customers
12636.0,739,1,141.0,4.955827057601261,0.6931471805599453,0,0,Dormant Customers
12637.0,67,12,8283.81,9.02217899658623,2.5649493574615367,0,4,Regular Customers
12638.0,33,2,921.49,6.827076535747527,1.0986122886681098,0,0,Dormant Customers
12639.0,239,3,1312.3700000000001,7.180351632015874,1.3862943611198906,0,0,Dormant Customers
12640.0,24,3,1174.58,7.06951692181073,1.3862943611198906,0,0,Dormant Customers
12641.0,115,1,185.9,5.230573714461517,0.6931471805599453,0,0,Dormant Customers
12642.0,25,3,1013.26,6.9219145615400475,1.3862943611198906,0,0,Dormant Customers
12643.0,128,12,8304.82,9.024711752874731,2.5649493574615367,0,4,Regular Customers
12644.0,130,4,1918.49,7.559814804737258,1.6094379124341003,0,0,Dormant Customers
12645.0,34,8,3539.3,8.171966748299813,2.1972245773362196,0,0,Dormant Customers
12646.0,5,2,1346.97,7.206355036031724,1.0986122886681098,0,0,Dormant Customers
12647.0,22,36,16955.55,9.738409468841958,3.6109179126442243,0,4,Regular Customers
12648.0,155,4,1112.0,7.014814351275545,1.6094379124341003,0,0,Dormant Customers
12649.0,107,8,2294.65,7.738771306795058,2.1972245773362196,0,0,Dormant Customers
12650.0,3,1,314.44,5.753968489569372,0.6931471805599453,0,0,Dormant Customers
12651.0,335,4,377.75,5.9368763568235785,1.6094379124341003,0,0,Dormant Customers
12652.0,331,2,1017.0300000000001,6.925624666224383,1.0986122886681098,0,0,Dormant Customers
12653.0,149,3,4160.83,8.333710160372133,1.3862943611198906,0,0,Dormant Customers
12654.0,11,5,601.98,6.401884028681278,1.791759469228055,0,0,Dormant Customers
12655.0,424,1,261.35,5.569679490132721,0.6931471805599453,0,0,Dormant Customers
12656.0,17,8,6407.83,8.765432005953489,2.1972245773362196,0,0,Dormant Customers
12657.0,11,4,1643.18,7.4049970586737315,1.6094379124341003,0,0,Dormant Customers
12658.0,19,1,686.05,6.532407069777784,0.6931471805599453,0,0,Dormant Customers
12659.0,30,1,91.68,4.529152699564175,0.6931471805599453,0,0,Dormant Customers
12660.0,11,1,245.10000000000002,5.50573795739701,0.6931471805599453,0,0,Dormant Customers
12661.0,436,1,162.0,5.093750200806762,0.6931471805599453,0,0,Dormant Customers
12662.0,1,20,6726.54,8.81396482832846,3.044522437723423,0,0,Dormant Customers
12663.0,625,2,239.4,5.4823042026610525,1.0986122886681098,0,0,Dormant Customers
12664.0,8,11,6070.04,8.711285203809107,2.4849066497880004,0,0,Dormant Customers
12665.0,325,3,313.6,5.751301990624177,1.3862943611198906,0,0,Dormant Customers
12666.0,394,1,1248.42,7.130434722615036,0.6931471805599453,0,0,Dormant Customers
12667.0,58,1,620.13,6.431540399799522,0.6931471805599453,0,0,Dormant Customers
12668.0,12,10,11383.03,9.339966775043798,2.3978952727983707,0,4,Regular Customers
12669.0,151,3,2744.0299999999997,7.917547282845659,1.3862943611198906,0,0,Dormant Customers
