customer_id,frequency,monetary,lifespan,first_purchase_date,last_purchase_date,last_updated,segment,clv_tier,churn_probability
12364.0,4,1313.1,104,2011-08-19 15:24:00,2011-12-02 10:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1725297844273028
12365.0,2,641.38,0,2011-02-21 13:51:00,2011-02-21 14:04:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3278691121170654
12366.0,1,500.24,0,2010-03-16 10:28:00,2010-03-16 10:28:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.418735342074262
12367.0,1,168.9,0,2011-12-05 16:48:00,2011-12-05 16:48:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5045207111738002
12368.0,1,917.7,0,2010-03-21 15:56:00,2010-03-21 15:56:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3724400294199326
12369.0,3,1791.15,228,2010-03-08 08:09:00,2010-10-22 13:13:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2048049452755987
12370.0,7,4316.56,617,2010-02-09 09:41:00,2011-10-19 14:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0531593240594776
12371.0,5,4067.38,600,2010-03-04 18:23:00,2011-10-26 10:16:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0962336192076111
12372.0,3,1298.04,224,2011-02-16 12:46:00,2011-09-29 12:12:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2220774234655783
12373.0,3,1127.65,362,2010-02-04 12:08:00,2011-02-01 13:10:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.2299440228839013
12374.0,4,2989.2200000000003,563,2010-04-30 14:01:00,2011-11-14 15:37:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1381439571660424
12375.0,2,457.5,87,2011-09-02 14:23:00,2011-11-29 10:36:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3520649193183527
12376.0,2,503.15,28,2010-10-18 08:42:00,2010-11-15 12:15:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3451710119569113
12377.0,4,3426.32,274,2010-04-29 15:34:00,2011-01-28 15:45:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1330298266032684
12378.0,2,5416.32,432,2010-05-26 14:07:00,2011-08-02 10:34:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1978414514615613
12379.0,4,1620.22,452,2010-06-23 12:49:00,2011-09-19 10:09:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1631489089852309
12380.0,11,9676.3,640,2010-02-15 12:05:00,2011-11-18 11:27:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0123697182125829
12381.0,5,1845.31,115,2011-08-12 09:57:00,2011-12-05 12:44:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1205657573297102
12383.0,5,1850.56,167,2010-12-22 14:28:00,2011-06-08 08:02:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1204694902173175
12384.0,2,585.27,92,2011-08-10 11:23:00,2011-11-11 08:39:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.334343830220759
12385.0,1,1938.4,0,2010-11-25 15:14:00,2010-11-25 15:14:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3184822207205814
12386.0,2,401.9,29,2010-12-08 09:53:00,2011-01-06 12:37:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3615539788209604
12387.0,1,143.94,0,2010-10-20 16:27:00,2010-10-20 16:27:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.517219743189826
12388.0,8,3901.11,566,2010-05-06 12:54:00,2011-11-24 12:30:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0407775483680982
12389.0,3,1433.33,253,2010-02-22 10:15:00,2010-11-02 11:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2166510311446769
12390.0,1,549.84,0,2011-09-21 09:33:00,2011-09-21 09:33:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4114077035657524
12391.0,6,2724.84,641,2010-02-15 10:12:00,2011-11-18 12:07:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0814944466975872
12392.0,1,234.75000000000003,0,2010-04-27 14:04:00,2010-04-27 14:04:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4783407671325401
12393.0,6,2399.45,356,2010-10-07 13:49:00,2011-09-28 15:41:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.084590300770359
12394.0,2,1272.48,153,2011-05-06 14:01:00,2011-10-07 08:08:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2815615127546821
12395.0,15,4721.17,583,2010-04-16 10:16:00,2011-11-20 15:21:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0045294580425334
12396.0,1,931.43,0,2010-02-03 13:22:00,2010-02-03 13:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.371331666783801
12397.0,2,2409.9,99,2011-07-27 14:21:00,2011-11-04 09:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2421588485354683
12398.0,1,1635.66,0,2011-10-25 10:27:00,2011-10-25 10:27:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3303796616169739
12399.0,7,1962.3,525,2010-03-05 08:45:00,2011-08-12 13:15:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0673726925348776
12400.0,1,205.25,0,2010-10-21 13:45:00,2010-10-21 13:45:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4890189814663353
12401.0,1,84.3,0,2011-02-09 13:50:00,2011-02-09 13:50:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5593389030726895
12402.0,6,1256.9,347,2010-02-07 12:41:00,2011-01-20 13:49:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1020314971990217
12403.0,2,1019.36,471,2010-07-06 11:39:00,2011-10-21 10:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.2961188794561911
12404.0,1,63.24,0,2010-01-26 16:25:00,2010-01-26 16:25:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.58155880991787
12405.0,1,1710.39,0,2011-07-14 08:52:00,2011-07-14 08:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3272279149086509
12406.0,5,6390.36,675,2010-01-11 14:04:00,2011-11-17 19:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0843797403895756
12407.0,5,1708.12,214,2011-03-20 13:21:00,2011-10-21 10:11:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1232089707737632
12408.0,8,4340.77,465,2010-07-29 13:27:00,2011-11-07 12:27:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0394625330210115
12409.0,7,23419.29,486,2010-05-23 15:21:00,2011-09-22 10:38:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0316549025006952
12410.0,3,1013.71,193,2010-07-25 13:26:00,2011-02-04 10:39:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2360267151364697
12411.0,1,346.9,0,2010-10-26 09:25:00,2010-10-26 09:25:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4474044913425407
12412.0,6,2596.93,464,2010-06-18 13:22:00,2011-09-26 10:16:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0826525984294427
12413.0,4,999.45,335,2010-11-02 13:26:00,2011-10-04 09:00:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1853403959452614
12414.0,6,952.41,246,2010-09-02 12:22:00,2011-05-06 14:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1104451162110914
12415.0,28,144458.37,503,2010-06-30 08:30:00,2011-11-15 14:22:00,2026-06-05 19:43:02.858787,High-Value Customers,Medium CLV,2.6896854722907412e-05
12416.0,1,202.56,0,2010-02-21 10:19:00,2010-02-21 10:19:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4900683261020479
12417.0,20,6797.41,730,2009-12-06 10:30:00,2011-12-06 14:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.000856538448414
12418.0,4,2021.2,517,2010-03-19 14:47:00,2011-08-19 11:08:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1537255922805825
12419.0,2,503.01,27,2010-10-22 10:40:00,2010-11-19 10:04:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3451910917424464
12420.0,1,600.39,0,2011-10-07 08:55:00,2011-10-07 08:55:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.404624536809027
12421.0,6,1098.6,489,2010-07-22 13:57:00,2011-11-24 09:07:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.106041111450496
12422.0,17,5231.8,625,2009-12-18 12:44:00,2011-09-05 09:48:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0023605745806782
12423.0,10,2622.39,465,2010-08-31 09:31:00,2011-12-09 10:10:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.025282848864138
12424.0,4,3340.03,385,2010-06-09 15:15:00,2011-06-30 12:06:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1339733357440626
12425.0,2,1741.41,370,2010-09-17 14:10:00,2011-09-22 17:31:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.2617271556752926
12426.0,2,1345.21,468,2010-02-15 08:41:00,2011-05-29 12:26:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.2779818916457695
12427.0,3,825.8000000000001,349,2010-12-03 10:44:00,2011-11-18 08:56:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.2480421395575778
12428.0,9,7956.46,257,2011-03-01 09:33:00,2011-11-14 08:22:00,2026-06-05 19:43:02.858787,Regular Customers,Low CLV,0.0242110344008982
12429.0,8,6204.41,537,2010-06-11 13:28:00,2011-11-30 17:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0353530834214277
12430.0,1,256.4,0,2011-10-27 15:09:00,2011-10-27 15:09:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4713329642605964
12431.0,27,10432.22,658,2010-01-15 09:04:00,2011-11-04 11:55:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,8.503512330297611e-05
12432.0,5,5059.32,129,2011-06-20 13:27:00,2011-10-28 11:43:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.0903325597228296
12433.0,10,16794.14,476,2010-08-20 09:23:00,2011-12-09 10:02:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0141208201341275
12434.0,3,1103.43,296,2010-11-23 13:38:00,2011-09-16 12:38:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2311749616060641
12435.0,6,13925.93,657,2009-12-02 13:58:00,2011-09-21 09:06:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0500245213746165
12436.0,1,509.01,0,2011-09-01 12:09:00,2011-09-01 12:09:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4173855685246541
12437.0,39,12683.4,735,2009-12-02 16:24:00,2011-12-08 11:35:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,1.9241196968372584e-06
12438.0,2,2906.85,125,2011-07-22 13:29:00,2011-11-25 13:28:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2313282344439789
12439.0,2,1142.88,43,2009-12-14 08:40:00,2010-01-26 12:11:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2885577017435397
12440.0,2,859.2,255,2009-12-22 12:03:00,2010-09-03 13:11:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3076277249523146
12441.0,1,173.55,0,2010-12-08 10:45:00,2010-12-08 10:45:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5023616536242453
12442.0,1,172.06,0,2011-12-06 14:22:00,2011-12-06 14:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5030471674365434
12443.0,1,485.31,0,2009-12-07 15:42:00,2009-12-07 15:42:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4210913554640186
12444.0,5,5005.46,149,2011-06-21 14:00:00,2011-11-18 13:23:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.0906142086831582
12445.0,2,434.98,398,2010-10-15 12:28:00,2011-11-17 18:43:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.3557484382560512
12446.0,1,1002.31,0,2011-10-13 12:50:00,2011-10-13 12:50:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3658776133694451
12447.0,1,476.49,0,2011-04-10 13:25:00,2011-04-10 13:25:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4225191703017523
12448.0,1,449.45,0,2011-10-26 13:46:00,2011-10-26 13:46:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4270753554399717
12449.0,6,4835.89,416,2010-09-27 09:37:00,2011-11-17 13:46:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0687755334309404
12450.0,5,688.2,318,2010-08-22 13:11:00,2011-07-06 14:41:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1581726733035801
12451.0,8,12669.88,518,2010-06-28 12:58:00,2011-11-29 08:40:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0283402944004027
12452.0,2,430.5700000000001,0,2011-11-23 08:05:00,2011-11-23 10:28:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3564941002307181
12453.0,1,707.09,0,2011-07-28 14:08:00,2011-07-28 14:08:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3921044276736373
12454.0,5,16679.78,364,2010-10-14 17:33:00,2011-10-14 17:13:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0634993237073508
12455.0,10,5879.95,648,2009-12-18 12:33:00,2011-09-27 15:31:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0196423448441251
12456.0,3,3181.04,210,2011-03-30 09:12:00,2011-10-26 14:41:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1765114203166329
12457.0,8,2995.91,368,2010-09-30 17:59:00,2011-10-04 13:13:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0442107934824881
12458.0,4,1777.49,416,2010-08-09 10:33:00,2011-09-29 15:25:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.159145809318105
12459.0,1,454.36,0,2010-04-13 14:53:00,2010-04-13 14:53:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4262270881662449
12460.0,1,326.65,0,2010-09-09 13:51:00,2010-09-09 13:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4521515292138938
12461.0,2,826.88,60,2011-07-08 10:23:00,2011-09-06 16:57:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3102429437520319
12462.0,2,1189.59,284,2011-02-09 14:44:00,2011-11-21 09:11:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2859367181515928
12463.0,4,1344.78,188,2011-04-12 12:47:00,2011-10-17 13:44:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.171444688782565
12464.0,8,1212.05,299,2011-02-03 13:30:00,2011-11-29 13:33:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.0581800600785058
12465.0,2,742.19,152,2011-06-23 13:37:00,2011-11-22 16:34:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3176775640317392
12466.0,1,56.73,0,2010-01-26 16:26:00,2010-01-26 16:26:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5898517822422545
12467.0,1,132.8,0,2010-10-12 15:41:00,2010-10-12 15:41:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.523604130901563
12468.0,5,3670.74,495,2010-01-26 10:09:00,2011-06-05 11:36:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0991253458455448
12469.0,2,3070.54,14,2010-06-21 10:30:00,2010-07-05 12:40:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2282280648250255
12470.0,1,211.95,0,2010-01-19 11:01:00,2010-01-19 11:01:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4864641588060202
12471.0,79,39918.19,730,2009-12-07 10:41:00,2011-12-07 15:43:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,5.3797822010439984e-12
12472.0,19,16249.29,693,2009-12-14 10:49:00,2011-11-07 14:01:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0008841726948269
12473.0,5,3928.05,162,2011-06-01 10:15:00,2011-11-10 13:46:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.0972074149699396
12474.0,31,12372.75,649,2010-02-11 09:41:00,2011-11-22 14:39:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,2.3254571425717302e-05
12475.0,2,1149.64,356,2010-10-26 08:49:00,2011-10-17 10:10:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.288170936356594
12476.0,23,14083.91,486,2010-07-26 09:04:00,2011-11-24 12:40:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.000267454696161
12477.0,9,20276.37,600,2010-03-26 14:01:00,2011-11-17 09:51:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0180634678115525
12478.0,1,680.99,0,2011-12-06 09:56:00,2011-12-06 09:56:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3949714615613711
12479.0,1,527.2,0,2011-11-28 13:26:00,2011-11-28 13:26:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4146622629827681
12480.0,7,5464.85,479,2010-07-20 13:21:00,2011-11-11 14:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0494880237341019
12481.0,15,12185.51,584,2010-04-11 13:10:00,2011-11-17 08:29:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.003348589887359
12482.0,29,23691.4,77,2010-02-24 10:24:00,2010-05-12 16:51:00,2026-06-05 19:43:02.858787,Regular Customers,Low CLV,3.51542605260719e-05
12483.0,19,5097.18,660,2010-01-31 13:28:00,2011-11-22 17:02:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0012805539210049
12484.0,12,6354.1,648,2010-01-27 16:41:00,2011-11-07 11:37:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0103941614494638
12485.0,1,708.1,0,2010-06-28 15:22:00,2010-06-28 15:22:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3919957613355132
12486.0,1,1037.28,0,2010-10-04 12:14:00,2010-10-04 12:14:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3633388126779759
12487.0,1,285.3,0,2009-12-09 11:36:00,2009-12-09 11:36:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4628609835563068
12488.0,3,1298.66,65,2011-09-25 10:34:00,2011-11-30 08:50:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.222051057102832
12489.0,1,334.93,0,2011-01-07 13:13:00,2011-01-07 13:13:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4501748864013031
12490.0,21,9823.64,733,2009-12-01 12:52:00,2011-12-04 16:07:00,2026-06-05 19:43:02.858787,Regular Customers,Medium CLV,0.0005583062321457
12491.0,1,460.4,0,2011-11-01 12:18:00,2011-11-01 12:18:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4251966420144435
12492.0,3,715.21,340,2010-11-01 14:58:00,2011-10-07 15:15:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.256707397019208
12493.0,2,433.74,31,2011-05-26 14:53:00,2011-06-27 10:17:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3559572674908082
12494.0,9,1815.27,560,2010-05-12 13:52:00,2011-11-24 09:34:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0382762330066114
12495.0,1,357.4,0,2010-03-09 10:53:00,2010-03-09 10:53:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4450542545470709
12496.0,2,45.34,0,2010-03-29 13:57:00,2010-03-29 14:06:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5307446021391744
12497.0,3,6248.5,563,2010-03-05 09:39:00,2011-09-19 12:29:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.14728397460671
12498.0,3,403.7000000000001,36,2011-10-13 09:30:00,2011-11-18 12:53:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2930602892273518
12499.0,1,393.72,0,2010-05-28 15:12:00,2010-05-28 15:12:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4374421648773938
12500.0,19,5955.21,650,2010-02-04 15:05:00,2011-11-16 16:20:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0012184750928692
12501.0,1,2169.39,0,2011-01-07 12:28:00,2011-01-07 12:28:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3107213333337775
12502.0,5,3723.87,214,2011-02-03 10:41:00,2011-09-05 11:52:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.0987157496518309
12503.0,1,1126.0,0,2010-05-04 13:59:00,2010-05-04 13:59:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3572939762030712
12504.0,4,779.05,578,2010-04-22 10:24:00,2011-11-21 16:02:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1976607157823312
12505.0,1,955.2,0,2010-10-27 09:18:00,2010-10-27 09:18:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3694539544420797
12506.0,1,73.5,0,2011-04-21 08:54:00,2011-04-21 08:54:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.569982769801181
12507.0,4,1844.06,450,2010-05-04 09:23:00,2011-07-28 17:09:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.1575792028571808
12508.0,2,397.88,2,2011-11-10 16:27:00,2011-11-13 15:37:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.3622947031978182
12509.0,1,176.5,0,2011-02-28 14:45:00,2011-02-28 14:45:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.5010214989717521
12510.0,9,5178.02,592,2009-12-04 13:47:00,2011-07-20 10:15:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.0276777312428056
12511.0,1,3084.02,0,2010-10-07 10:39:00,2010-10-07 10:39:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.2871576430195569
12512.0,2,132.18,0,2011-10-04 14:53:00,2011-10-04 14:55:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4465690280731821
12513.0,1,612.29,0,2011-08-19 10:51:00,2011-08-19 10:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4031155915549742
12514.0,2,1597.76,374,2010-03-08 12:18:00,2011-03-17 16:38:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.267079728066775
12515.0,1,383.7,0,2010-12-21 15:43:00,2010-12-21 15:43:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4394671474413776
12516.0,4,2648.62,521,2010-04-19 14:14:00,2011-09-23 09:13:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.142814124663734
12517.0,5,2481.6,161,2011-06-02 15:13:00,2011-11-11 14:04:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1108783806830575
12518.0,5,2056.89,109,2011-08-21 13:18:00,2011-12-09 10:13:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1169344439595359
12519.0,2,716.54,413,2010-08-20 08:21:00,2011-10-07 09:26:00,2026-06-05 19:43:02.858787,Dormant Customers,Medium CLV,0.3201177137300837
12520.0,5,2634.26,194,2011-03-11 11:35:00,2011-09-21 15:23:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.1090105428407141
12521.0,1,599.68,0,2011-07-20 10:51:00,2011-07-20 10:51:00,2026-06-05 19:43:02.858787,Dormant Customers,Low CLV,0.4047155658028878
