Customer ID,Frequency,Monetary,First Purchase Date,Last Purchase Date,Lifespan,Cluster
12464.0,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,299,0
12465.0,2,742.19,2011-06-23 13:37:00,2011-11-22 16:34:00,152,0
12466.0,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,0,0
12467.0,1,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,0,0
12468.0,5,3670.7400000000002,2010-01-26 10:09:00,2011-06-05 11:36:00,495,1
12469.0,2,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,14,0
12470.0,1,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,0,0
12471.0,79,39918.19,2009-12-07 10:41:00,2011-12-07 15:43:00,730,1
12472.0,19,16249.29,2009-12-14 10:49:00,2011-11-07 14:01:00,693,1
12473.0,5,3928.05,2011-06-01 10:15:00,2011-11-10 13:46:00,162,0
12474.0,31,12372.75,2010-02-11 09:41:00,2011-11-22 14:39:00,649,1
12475.0,2,1149.64,2010-10-26 08:49:00,2011-10-17 10:10:00,356,1
12476.0,23,14083.91,2010-07-26 09:04:00,2011-11-24 12:40:00,486,1
12477.0,9,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,600,1
12478.0,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,0,0
12479.0,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,0,0
12480.0,7,5464.85,2010-07-20 13:21:00,2011-11-11 14:52:00,479,1
12481.0,15,12185.51,2010-04-11 13:10:00,2011-11-17 08:29:00,584,1
12482.0,29,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,77,0
12483.0,19,5097.18,2010-01-31 13:28:00,2011-11-22 17:02:00,660,1
12484.0,12,6354.1,2010-01-27 16:41:00,2011-11-07 11:37:00,648,1
12485.0,1,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,0,0
12486.0,1,1037.28,2010-10-04 12:14:00,2010-10-04 12:14:00,0,0
12487.0,1,285.3,2009-12-09 11:36:00,2009-12-09 11:36:00,0,0
12488.0,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,65,0
12489.0,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,0,0
12490.0,21,9823.64,2009-12-01 12:52:00,2011-12-04 16:07:00,733,1
12491.0,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,0,0
12492.0,3,715.21,2010-11-01 14:58:00,2011-10-07 15:15:00,340,1
12493.0,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,31,0
12494.0,9,1815.27,2010-05-12 13:52:00,2011-11-24 09:34:00,560,1
12495.0,1,357.4,2010-03-09 10:53:00,2010-03-09 10:53:00,0,0
12496.0,2,45.34,2010-03-29 13:57:00,2010-03-29 14:06:00,0,0
12497.0,3,6248.5,2010-03-05 09:39:00,2011-09-19 12:29:00,563,1
12498.0,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,36,0
12499.0,1,393.72,2010-05-28 15:12:00,2010-05-28 15:12:00,0,0
12500.0,19,5955.21,2010-02-04 15:05:00,2011-11-16 16:20:00,650,1
12501.0,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,0,0
12502.0,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,214,0
12503.0,1,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,0,0
12504.0,4,779.05,2010-04-22 10:24:00,2011-11-21 16:02:00,578,1
12505.0,1,955.2,2010-10-27 09:18:00,2010-10-27 09:18:00,0,0
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,0,0
12507.0,4,1844.06,2010-05-04 09:23:00,2011-07-28 17:09:00,450,1
12508.0,2,397.88,2011-11-10 16:27:00,2011-11-13 15:37:00,2,0
12509.0,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,0,0
12510.0,9,5178.02,2009-12-04 13:47:00,2011-07-20 10:15:00,592,1
12511.0,1,3084.02,2010-10-07 10:39:00,2010-10-07 10:39:00,0,0
12512.0,2,132.18,2011-10-04 14:53:00,2011-10-04 14:55:00,0,0
12513.0,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,0,0
12514.0,2,1597.76,2010-03-08 12:18:00,2011-03-17 16:38:00,374,1
12515.0,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,0,0
12516.0,4,2648.62,2010-04-19 14:14:00,2011-09-23 09:13:00,521,1
12517.0,5,2481.6,2011-06-02 15:13:00,2011-11-11 14:04:00,161,0
12518.0,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0
12519.0,2,716.54,2010-08-20 08:21:00,2011-10-07 09:26:00,413,1
12520.0,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,194,0
12521.0,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,0,0
12522.0,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,12,0
12523.0,23,4352.35,2009-12-07 13:46:00,2011-11-20 12:55:00,712,1
12524.0,17,11126.11,2010-02-08 14:41:00,2011-11-30 15:31:00,660,1
12525.0,3,973.73,2010-03-02 14:01:00,2010-07-29 16:08:00,149,0
12526.0,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0
12527.0,5,735.51,2010-06-28 15:37:00,2011-09-19 11:55:00,447,1
12528.0,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,303,0
12529.0,1,316.48,2010-06-29 13:10:00,2010-06-29 13:10:00,0,0
12530.0,9,3759.26,2010-03-07 14:37:00,2011-10-11 12:34:00,582,1
12531.0,2,1933.2,2010-01-22 14:17:00,2011-11-25 11:12:00,671,1
12532.0,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,0,0
12533.0,2,1367.89,2009-12-01 11:50:00,2010-03-22 10:56:00,110,0
12534.0,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,0,0
12535.0,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,94,0
12536.0,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,15,0
12537.0,1,732.94,2010-10-27 08:36:00,2010-10-27 08:36:00,0,0
12538.0,2,640.45,2010-11-26 13:02:00,2011-11-10 17:16:00,349,1
12539.0,7,11214.75,2009-12-23 13:00:00,2011-11-17 13:30:00,694,1
12540.0,33,22254.49,2009-12-07 16:56:00,2011-11-20 11:31:00,712,1
12541.0,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,251,0
12542.0,2,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,156,0
12543.0,1,980.25,2010-09-17 15:51:00,2010-09-17 15:51:00,0,0
12544.0,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,0,0
12545.0,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,184,0
12546.0,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,31,0
12547.0,3,383.58,2010-07-27 13:55:00,2011-05-26 12:38:00,302,0
12548.0,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,0,0
12549.0,6,1575.68,2010-01-11 12:29:00,2010-05-13 12:05:00,121,0
12550.0,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,0,0
12551.0,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,0,0
12552.0,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,0,0
12553.0,12,4608.75,2010-10-12 13:35:00,2011-12-01 16:38:00,415,1
12554.0,1,468.5,2010-09-17 12:29:00,2010-09-17 12:29:00,0,0
12555.0,1,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,0,0
12556.0,2,599.56,2011-07-11 13:35:00,2011-10-20 13:06:00,100,0
12557.0,8,18096.14,2009-12-17 10:39:00,2011-11-23 16:59:00,706,1
12558.0,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,0,0
12559.0,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,8,0
12560.0,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,137,0
12561.0,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,0,0
12562.0,9,4966.92,2010-09-30 13:13:00,2011-12-01 17:20:00,427,1
12563.0,1,249.24,2010-10-27 09:52:00,2010-10-27 09:52:00,0,0
12564.0,1,456.90000000000003,2011-03-23 14:55:00,2011-03-23 14:55:00,0,0
12565.0,1,145.92000000000002,2011-02-24 10:34:00,2011-02-24 10:34:00,0,0
12566.0,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,0,0
12567.0,15,11767.48,2010-02-11 10:30:00,2011-11-17 11:02:00,644,1
12568.0,1,70.0,2010-03-05 09:15:00,2010-03-05 09:15:00,0,0
12569.0,32,4124.6900000000005,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1
12570.0,1,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,0,0
12571.0,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,81,0
12572.0,2,1020.4200000000001,2011-10-19 08:20:00,2011-12-01 09:20:00,43,0
12573.0,5,717.41,2010-08-31 17:25:00,2011-04-26 15:52:00,237,0
12574.0,1,218.45000000000002,2011-01-28 09:20:00,2011-01-28 09:20:00,0,0
12575.0,2,622.82,2010-07-01 09:15:00,2010-09-08 13:09:00,69,0
12576.0,8,2142.7200000000003,2010-07-01 13:46:00,2011-11-04 10:11:00,490,1
12577.0,8,1617.1,2009-12-03 19:31:00,2011-11-04 13:24:00,700,1
12578.0,4,4642.45,2010-09-22 11:19:00,2011-11-18 13:30:00,422,1
12579.0,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,0,0
12580.0,2,1052.9,2010-05-12 11:45:00,2011-04-07 10:24:00,329,0
12581.0,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,0,0
12582.0,4,1980.4,2010-05-11 09:55:00,2011-04-15 08:45:00,338,1
12583.0,27,13591.58,2009-12-06 11:57:00,2011-12-07 08:07:00,730,1
12584.0,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,276,0
12585.0,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,117,0
12586.0,4,2062.67,2009-12-16 13:15:00,2011-11-22 16:24:00,706,1
12587.0,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,0
12588.0,4,958.78,2010-04-21 12:22:00,2011-10-31 15:01:00,558,1
12589.0,8,4695.66,2010-01-19 12:26:00,2011-11-11 10:19:00,660,1
12590.0,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,0,0
12591.0,3,1338.95,2010-10-27 10:42:00,2011-01-26 14:35:00,91,0
12592.0,5,2582.66,2010-07-08 14:06:00,2011-09-08 15:04:00,427,1
12593.0,3,418.1,2011-05-05 09:29:00,2011-08-23 12:43:00,110,0
12594.0,15,5090.110000000001,2010-03-03 13:51:00,2011-11-02 12:20:00,608,1
12595.0,1,299.02,2010-07-23 09:10:00,2010-07-23 09:10:00,0,0
12596.0,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,190,0
12597.0,4,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,248,0
12598.0,11,4534.09,2010-03-01 09:58:00,2011-11-30 12:18:00,639,1
12599.0,13,2296.72,2010-05-11 10:42:00,2011-11-10 13:34:00,548,1
12600.0,21,4967.42,2009-12-07 13:37:00,2011-11-11 10:29:00,703,1
12601.0,6,681.26,2010-10-31 10:57:00,2011-06-03 10:17:00,214,0
12602.0,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,0,0
12603.0,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,0,0
12604.0,2,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,182,0
12605.0,4,1232.95,2010-09-07 14:21:00,2010-11-28 14:18:00,81,0
12606.0,1,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,0,0
12607.0,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,0,0
12608.0,1,415.79,2010-10-31 10:49:00,2010-10-31 10:49:00,0,0
12609.0,9,3435.86,2009-12-20 13:30:00,2011-09-22 16:34:00,641,1
12610.0,5,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,103,0
12611.0,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,0,0
12612.0,1,704.04,2011-09-26 15:35:00,2011-09-26 15:35:00,0,0
12613.0,10,6817.37,2009-12-14 13:10:00,2011-10-13 14:59:00,668,1
12614.0,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,0,0
12615.0,8,5740.9800000000005,2010-03-18 14:09:00,2011-12-07 15:02:00,629,1
12616.0,3,1131.1,2010-11-16 11:38:00,2011-09-05 15:17:00,293,0
12617.0,1,352.98,2011-11-10 14:39:00,2011-11-10 14:39:00,0,0
12618.0,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,0,0
12619.0,10,3781.38,2010-05-28 12:52:00,2011-11-23 14:52:00,544,1
12620.0,3,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,189,0
12621.0,35,24311.2,2010-02-09 12:01:00,2011-12-08 11:25:00,666,1
12622.0,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,0,0
12623.0,7,3747.84,2010-01-12 11:45:00,2011-03-08 13:50:00,420,1
12624.0,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,71,0
12625.0,4,5164.88,2010-04-22 11:33:00,2011-05-12 09:54:00,384,1
12626.0,9,6620.4800000000005,2011-01-17 11:01:00,2011-11-16 16:06:00,303,1
12627.0,7,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,129,0
12628.0,3,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,60,0
12629.0,2,1558.22,2010-10-12 16:40:00,2010-11-19 09:18:00,37,0
12630.0,2,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,34,0
12631.0,6,3481.57,2010-01-15 14:50:00,2011-10-13 13:53:00,635,1
12632.0,2,804.88,2010-05-24 09:07:00,2010-07-07 09:39:00,44,0
12633.0,7,5678.16,2010-07-02 11:44:00,2011-10-12 11:40:00,466,1
12634.0,2,490.0,2010-06-09 15:41:00,2010-06-22 10:05:00,12,0
12635.0,4,2930.41,2010-09-09 10:50:00,2011-09-11 11:04:00,367,1
12636.0,1,141.0,2009-12-01 09:55:00,2009-12-01 09:55:00,0,0
12637.0,12,8283.81,2010-06-14 13:36:00,2011-10-03 13:46:00,476,1
12638.0,2,921.49,2010-03-10 10:30:00,2011-11-06 13:11:00,606,1
12639.0,3,1312.3700000000001,2010-03-22 09:05:00,2011-04-15 12:48:00,389,1
12640.0,3,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,57,0
12641.0,1,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,0,0
12642.0,3,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,82,0
12643.0,12,8304.82,2010-04-07 14:16:00,2011-08-03 12:56:00,482,1
12644.0,4,1918.49,2010-01-14 13:02:00,2011-08-02 10:33:00,564,1
12645.0,8,3539.3,2010-02-09 10:49:00,2011-11-06 12:38:00,635,1
12646.0,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,44,0
12647.0,36,16955.55,2010-01-13 15:06:00,2011-11-17 12:56:00,672,1
12648.0,4,1112.0,2010-01-07 18:38:00,2011-07-08 11:55:00,546,1
12649.0,8,2294.65,2010-01-12 17:24:00,2011-08-24 14:41:00,588,1
12650.0,1,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,0,0
12651.0,4,377.75,2010-08-31 15:21:00,2011-01-09 12:46:00,130,0
12652.0,2,1017.0300000000001,2010-10-01 15:16:00,2011-01-12 15:00:00,102,0
12653.0,3,4160.83,2010-07-01 09:56:00,2011-07-14 10:41:00,378,1
12654.0,5,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,284,0
12655.0,1,261.35,2010-10-12 09:17:00,2010-10-12 09:17:00,0,0
12656.0,8,6407.83,2010-05-26 09:00:00,2011-11-22 13:42:00,545,1
12657.0,4,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,67,0
12658.0,1,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,0,0
12659.0,1,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,0,0
12660.0,1,245.10000000000002,2011-11-28 13:26:00,2011-11-28 13:26:00,0,0
12661.0,1,162.0,2010-09-29 16:46:00,2010-09-29 16:46:00,0,0
12662.0,20,6726.54,2010-04-01 09:50:00,2011-12-09 11:59:00,617,1
12663.0,2,239.4,2010-02-09 14:28:00,2010-03-25 09:40:00,43,0
12664.0,11,6070.04,2009-12-13 10:28:00,2011-12-01 17:07:00,718,1
12665.0,3,313.6,2010-02-08 15:11:00,2011-01-19 08:34:00,344,1
12666.0,1,1248.42,2010-11-10 16:40:00,2010-11-10 16:40:00,0,0
12667.0,1,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,0,0
12668.0,10,11383.03,2010-01-31 15:45:00,2011-11-28 10:56:00,665,1
12669.0,3,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,105,0
12670.0,7,3760.29,2010-02-11 10:13:00,2011-11-29 15:23:00,656,1
12671.0,1,2622.481,2010-04-12 16:30:00,2010-04-12 16:30:00,0,0
12672.0,2,437.05,2010-04-23 09:57:00,2011-01-14 09:20:00,265,0
12673.0,3,1230.02,2010-11-03 10:46:00,2011-12-04 13:55:00,396,1
12674.0,4,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,169,0
12675.0,2,957.25,2010-05-10 16:44:00,2010-06-04 09:49:00,24,0
12676.0,11,2843.09,2010-08-13 13:29:00,2011-11-15 12:25:00,458,1
12677.0,2,395.1,2010-02-11 13:55:00,2010-06-02 14:30:00,111,0
